scen_id,src_node,node_id,dist_src,peak_conc,t_peak_min,mean_flow_m3s,detected
0005,J6,JI5,-1,0.0,,0.02159,0
0005,J6,Well,-1,0.0,,0.021461,0
0005,J6,JI10,-1,0.0,,0.02086,0
0005,J6,JI11,-1,0.0,,0.01842,0
0005,J6,JI12,-1,0.0,,0.013537,0
0005,J6,JI13,-1,0.0,,0.008952,0
0005,J6,O2,-1,0.0,,0.008304,0
0005,J6,entry,-1,0.0,,0.0,0
0006,J6,J3,-1,0.0,,0.0,0
0006,J6,J4,-1,0.0,,0.0,0
0006,J6,J5,-1,0.0,,0.0,0
0006,J6,J6,-1,8947.0284,8685.0,6.7e-05,1
0006,J6,J7,-1,0.0,,0.005324,0
0006,J6,J8,-1,8947.0284,9599.0,5.7e-05,1
0006,J6,J9,-1,8841.9197,9697.0,5.4e-05,1
0006,J6,J10,-1,7981.1615,9780.0,4.7e-05,1
0006,J6,J11,-1,7169.9928,10215.0,0.0027,1
0006,J6,O1,-1,7168.7167,10245.0,0.002641,1
0006,J6,Aux3,-1,0.0,,0.002292,0
0006,J6,J1,-1,0.0,,0.003974,0
0006,J6,JI7,-1,0.0,,0.003974,0
0006,J6,J2a,-1,0.0,,0.004595,0
0006,J6,J2,-1,0.0,,0.004598,0
0006,J6,JI9,-1,0.0,,0.004542,0
0006,J6,JI6,-1,0.0,,0.002291,0
0006,J6,J13,-1,0.0,,0.005313,0
0006,J6,J12,-1,0.0,,0.006313,0
0006,J6,JI8,-1,0.0,,0.006279,0
0006,J6,JI1,-1,0.0,,0.002201,0
0006,J6,JI2,-1,0.0,,0.006156,0
0006,J6,JI3,-1,0.0,,0.011394,0
0006,J6,JI4,-1,0.0,,0.017356,0
0006,J6,JI5,-1,0.0,,0.02159,0
0006,J6,Well,-1,0.0,,0.021461,0
